File,Levenshtein-Dist,Levenshtein-Sim,LCS-Dist,LCS-Sim,Overlap,Jaro-Sim,Jaro-Winkler-Sim,1-cosine,2-cosine,3-cosine,4-cosine,1-jaccard,2-jaccard,3-jaccard,4-jaccard,1-sorensen_dice,2-sorensen_dice,3-sorensen_dice,4-sorensen_dice,1-qgram,2-qgram,3-qgram,4-qgram
2023-02-09-08.10.xes,220,0.727385378,269,0.82006689,0.96875,0.820042914,,0.967485242,0.920359669,0.827110027,0.656031761,1,0.954545455,0.903225806,0.658536585,1,0.976744186,0.949152542,0.794117647,0.76,0.722772277,0.653846154,0.47826087
2023-02-09-10.13.xes,335,0.65885947,404,0.794087666,0.961643836,0.857212993,,0.997425377,0.989064409,0.923096988,0.748625113,0.923076923,0.851851852,0.794871795,0.574074074,0.96,0.92,0.885714286,0.729411765,0.933333333,0.869918699,0.740458015,0.527027027
2023-02-09-13.33.xes,294,0.634782609,384,0.738419619,0.970230041,0.811278386,,0.977246359,0.926531995,0.860226402,0.715799039,0.923076923,0.888888889,0.871794872,0.660377358,0.96,0.941176471,0.931506849,0.795454545,0.773195876,0.734693878,0.68,0.551401869
2023-02-09-13.37.xes,258,0.616641902,327,0.73650282,0.962264151,0.820617651,,0.978887993,0.952751946,0.831015497,0.761751394,0.611111111,0.578947368,0.545454545,0.416666667,0.75862069,0.733333333,0.705882353,0.588235294,0.747126437,0.685393258,0.557894737,0.46
2023-02-10-08.43.xes,1040,0.546247818,1283,0.701835928,0.949243099,0.798141808,,0.964015467,0.892656728,0.762067325,0.600947956,0.8,0.709677419,0.652173913,0.483870968,0.888888889,0.830188679,0.789473684,0.652173913,0.689189189,0.541795666,0.433526012,0.320855615
2023-02-10-08.50.xes,364,0.556638246,434,0.686416185,0.982428115,0.751420626,,0.958498273,0.885578212,0.709860704,0.633624001,0.8125,0.757575758,0.6875,0.46969697,0.896551724,0.862068966,0.814814815,0.639175258,0.616161616,0.564356436,0.471698113,0.387387387
2023-02-10-08.58.xes,458,0.700653595,521,0.81252249,0.984870317,0.784302714,,0.986001871,0.952843232,0.856656327,0.787566081,0.769230769,0.76,0.771428571,0.666666667,0.869565217,0.863636364,0.870967742,0.8,0.745856354,0.643979058,0.552238806,0.490384615
2023-02-10-09.38.xes,979,0.556210335,1218,0.6955,0.88432649,0.736089365,,0.93833953,0.880889899,0.760875739,0.715511587,0.692307692,0.555555556,0.526315789,0.388888889,0.818181818,0.714285714,0.689655172,0.56,0.570469799,0.470031546,0.385074627,0.35483871
2023-02-10-10.09.xes,1802,0.31116208,1871,0.465275793,0.99287169,0.618467055,,0.968074358,0.907173639,0.774242052,0.606330669,0.625,0.59375,0.6,0.433333333,0.769230769,0.745098039,0.75,0.604651163,0.302931596,0.255520505,0.229813665,0.190332326
2023-02-10-10.37.xes,5421,0.292943785,5501,0.449844984,0.996146435,0.622041556,,0.970591924,0.909157949,0.790349713,0.63461089,0.733333333,0.677419355,0.644444444,0.483333333,0.846153846,0.807692308,0.783783784,0.651685393,0.269356598,0.23223754,0.205821206,0.17325228
